geneName	AL3.1,AL3.2	ALP.1,ALP.2	AWP.1,AWP.2	EL3.1,EL3.2	ELP.1,ELP.2	EWP.1,EWP.2	LL3.1,LL3.2	LLP.1,LLP.2	LWP.1,LWP.2	WL3.1,WL3.2	WLP.1,WLP.2	WWP.1,WWP.2
FBgn0000527	3961.07.00	168.35.00	234.56.00	4193.32.00	36.02.00	1236.26.00	2335.01.00	102.37.00	963.05.00	3666.43.00	65.02.00	346.13.00
FBgn0000529	14086.59.00	3403.52.00	1921.08.00	249.39.00	14.56	257.33.00	7234.23.00	5447.12.00	2909.27.00	0	5868.03.00	0
FBgn0000533	67.04.00	466.36.00	16601.48.00	10316.17.00	1222.39.00	13554.29.00	6.57	1019.38.00	13320.08.00	14751.22.00	544.27.00	9284.41.00
FBgn0000535	185.42.00	1433.33.00	3693.46.00	9978.35.00	59.53.00	3264.48.00	8053.47.00	1323.47.00	0	0	11342.34.00	0
FBgn0000536	38.13.00	204.25.00	130.39.00	122.11.00	104.34.00	122.32.00	196.07.00	145.39.00	179.11.00	139.45.00	122.41.00	111.04.00
FBgn0000541	52.23.00	145.08.00	197.24.00	187.28.00	27.58.00	180.08.00	171.25.00	152.46.00	138.25.00	162.44.00	126.08.00	127.33.00
FBgn0000542	118.19.00	84.47.00	94.34.00	167.16.00	127.59.00	190.17.00	194.51.00	72.03.00	49.54.00	197.21.00	92.22.00	146.11.00
FBgn0000543	119.31.00	98.35.00	41.43.00	88.43.00	1435.07.00	174.27.00	121.08.00	48.22.00	75.59.00	80.37.00	655.43.00	194.35.00
FBgn0000546	48.57.00	24.13.00	30.06.00	91.01.00	110.49.00	109.01.00	77.04.00	133.45.00	176.08.00	185.24.00	30.45.00	68.38.00
FBgn0000547	68.21.00	175.48.00	293.55.00	227.56.00	164.56.00	226.39.00	127.52.00	100.27.00	195.59.00	205.04.00	103.51.00	117.28.00
FBgn0000551	11131.08.00	136.41.00	1531.54.00	11111.29.00	160.26.00	12405.04.00	7651.27.00	14769.06.00	6605.12.00	14751.48.00	335.35.00	151.34.00
FBgn0000552	0	3554.44.00	3200.53.00	0	846.49.00	13707.06.00	0	14547.15.00	114.19.00	0	0	1155.49.00
FBgn0000556	4330.52.00	959.55.00	7321.04.00	6477.07.00	979.14.00	5275.51.00	6573.16.00	920.11.00	5479.2	10702.5	1204.03.00	5145.24.00
FBgn0000557	54.54.00	300.35.00	57.35.00	58.15.00	964.16.00	239.05.00	1207.11.00	802.28.00	11.07	95.47.00	207.58.00	131.01.00
FBgn0000559	1302.51.00	539.04.00	2244.7	2205.49.00	585.19.00	1660.57.00	1909.11.00	610.22.00	1588.16.00	2784.25.00	575.28.00	1444.56.00
FBgn0000560	134.42.00	100.21.00	804.18.00	1251.36.00	1609.12.00	1453.46.00	1053.14.00	13610.31.00	1454.24.00	139.23.00	123.42.00	1337.48.00
FBgn0000562	144.48.00	58.13.00	68.36.00	143.47.00	99.01.00	25.58.00	28.41.00	133.06.00	131.58.00	78.51.00	86.59.00	24.02.00
FBgn0000564	0	333.06.00	7146.33.00	0	1270.22.00	9161.55.00	0	3632.41.00	5385.15.00	0	12867.33.00	0
FBgn0000565	110.31.00	174.28.00	111.24.00	219.18.00	25.15.00	105.39.00	164.36.00	122.37.00	150.29.00	195.22.00	22.53	225.49.00
FBgn0000566	206.26.00	150.16.00	205.58.00	194.23.00	156.39.00	111.03.00	175.02.00	51.49.00	189.58.00	188.18.00	86.47.00	223.38.00
FBgn0000567	175.56.00	146.09.00	174.56.00	89.59.00	90.59.00	37.06.00	26.16.00	50.12.00	433.43.00	23.54	51.22.00	1608.06.00
FBgn0000568	135.42.00	86.16.00	187.01.00	79.39.00	87.47.00	56.19.00	95.09.00	171.41.00	52.55.00	135.48.00	186.01.00	185.13.00
FBgn0000575	218.03.00	252.38.00	427.12.00	246.33.00	131.52.00	361.57.00	365.26.00	79.33.00	333.14.00	320.58.00	248.32.00	215.21.00
FBgn0000576	106.38.00	1432.19.00	134.05.00	1397.01.00	428.02.00	13.12	92.11.00	1188.44.00	111.08.00	97.35.00	89.39.00	10.53
FBgn0000577	106.32.00	1205.17.00	23.54	1299.48.00	757.05.00	1027.54.00	63.34.00	1253.48.00	31.32.00	75.09.00	66.38.00	155.05.00
FBgn0000578	35.51.00	124.41.00	80.11.00	76.58.00	29.34.00	149.33.00	160.36.00	68.08.00	155.25.00	161.59.00	59.19.00	119.27.00
FBgn0000579	280.08.00	158.29.00	644.29.00	337.18.00	158.56.00	443.05.00	439.05.00	350.52.00	478.39.00	495.05.00	122.59.00	473.37.00
FBgn0000581	584.58.00	758.47.00	34.23.00	49.48.00	1556.16.00	120.35.00	24.24.00	76.42.00	152.32.00	74.59.00	990.47.00	1191.23.00
FBgn0000588	16.39	9349.37.00	334.07.00	816.25.00	1420.17.00	1127.53.00	1137.56.00	4664.42.00	1413.54.00	19.27	14.25	273.06.00
FBgn0000591	54.21.00	2832.26.00	62.11.00	128.48.00	3385.39.00	153.37.00	129.14.00	1814.05.00	41.42.00	60.56.00	0	119.01.00
FBgn0000592	1697.31.00	148.25.00	0	0	153.47.00	0	2556.51.00	123.55.00	10416.46.00	0	13309.55.00	2236.01.00
FBgn0000594	1806.11.00	0	7352.32.00	0	1993.03.00	6910.29.00	2832.49.00	0	7253.55.00	0	0	0
FBgn0000606	3475.16.00	672.14.00	6496.02.00	4248.22.00	0	10392.19.00	1975.14.00	16461.15.00	1474.53.00	0	0	281.15.00
FBgn0000611	118.55.00	222.44.00	192.55.00	173.43.00	130.42.00	170.59.00	173.47.00	117.13.00	154.21.00	239.02.00	80.27.00	180.09.00
FBgn0000615	10724.02.00	14.44	631.24.00	603.45.00	9256.18.00	106.39.00	8105.52.00	6074.05.00	761.08.00	12537.46.00	2799.43.00	10134.57.00
FBgn0000617	83.11.00	84.24.00	43.23.00	187.43.00	16.02	96.45.00	172.26.00	1272.46.00	169.03.00	72.03.00	1097.52.00	40.09.00
FBgn0000618	188.48.00	80.42.00	56.25.00	222.49.00	122.54.00	59.41.00	94.56.00	83.36.00	75.3	209.18.00	40.15.00	206.45.00
FBgn0000625	1121.13.00	1389.18.00	72.07.00	159.26.00	1579.28.00	18.33	1571.32.00	147.17.00	1177.26.00	180.57.00	556.23.00	222.54.00
FBgn0000629	68.36.00	1368.37.00	15.27	147.26.00	422.41.00	61.41.00	101.43.00	597.35.00	20.33	40.14.00	991.12.00	44.44.00
FBgn0000633	15935.31.00	741.01.00	453.15.00	5570.51.00	107.45.00	416.23.00	8510.55.00	3396.41.00	4324.46.00	2466.24.00	788.23.00	13374.08.00
FBgn0000635	36.57.00	58.12.00	223.02.00	115.55.00	93.27.00	109.59.00	70.14.00	20.56	147.11.00	82.14.00	133.09.00	42.37.00
FBgn0000636	142.37.00	165.13.00	231.35.00	313.29.00	139.56.00	240.02.00	233.17.00	113.32.00	162.38.00	381.12.00	305.14.00	192.07.00
FBgn0000639	1043.09.00	168.25.00	131.39.00	135.53.00	18.15	251.14.00	1538.45.00	169.33.00	525.33.00	5571.07.00	16.09	150.57.00
FBgn0000640	76.52.00	145.23.00	239.32.00	101.36.00	79.09.00	130.11.00	50.03.00	158.59.00	295.48.00	43.32.00	69.24.00	167.55.00
FBgn0000644	666.55.00	1313.26.00	1440.05.00	113.17.00	1669.37.00	37.25.00	830.08.00	13745.28.00	1217.09.00	1333.15.00	330.44.00	54.48.00
FBgn0000658	161.31.00	1197.07.00	54.14.00	147.56.00	913.34.00	166.48.00	201.12.00	150.32.00	54.44.00	102.03.00	131.25.00	167.03.00
FBgn0000659	5548.12.00	479.33.00	4855.49.00	3307.01.00	7577.11.00	8028.29.00	5750.35.00	16126.52.00	1419.48.00	7752.24.00	15259.35.00	7633.56.00
FBgn0000662	184.52.00	50.47.00	145.14.00	100.41.00	97.23.00	208.46.00	133.49.00	57.15.00	201.04.00	85.23.00	173.07.00	76.43.00
FBgn0000667	93.07.00	43.46.00	97.16.00	107.32.00	66.58.00	165.06.00	144.26.00	204.51.00	111.14.00	140.14.00	145.49.00	169.14.00
FBgn0000709	68.48.00	1584.13.00	55.31.00	158.58.00	552.14.00	112.08.00	1422.55.00	927.19.00	94.46.00	113.38.00	786.28.00	248.25.00
FBgn0000711	148.25.00	175.53.00	76.04.00	178.37.00	182.32.00	129.05.00	119.04.00	120.18.00	149.36.00	86.44.00	156.21.00	130.22.00
FBgn0000715	10243.45.00	2376.08.00	9236.23.00	494.04.00	3467.09.00	5267.38.00	0	4140.57.00	2897.29.00	0	1008.39.00	4145.24.00
FBgn0000719	842.59.00	73.46.00	1248.41.00	1419.04.00	1566.36.00	1188.24.00	1341.17.00	775.14.00	582.27.00	1302.19.00	1601.22.00	811.02.00
FBgn0000721	111.36.00	175.34.00	158.47.00	183.24.00	35.38.00	132.05.00	135.39.00	150.17.00	36.59.00	102.37.00	60.59.00	103.51.00
FBgn0000723	31.51.00	162.45.00	81.06.00	60.26.00	38.39.00	169.28.00	94.52.00	56.22.00	137.58.00	190.13.00	99.55.00	213.33.00
FBgn0000808	3228.09.00	13280.05.00	4405.54.00	4588.02.00	4689.16.00	8835.24.00	5350.14.00	1938.42.00	5129.22.00	4553.02.00	8010.34.00	15780.03.00
FBgn0000810	717.33.00	530.55.00	66.24.00	93.54.00	168.35.00	55.26.00	42.22.00	1210.05.00	617.45.00	172.59.00	302.59.00	1182.51.00
FBgn0000826	1369.17.00	12566.29.00	826.59.00	928.51.00	6935.49.00	7745.33.00	301.45.00	1039.04.00	263.01.00	589.52.00	6981.38.00	1458.31.00
FBgn0000927	2517.26.00	3992.36.00	6639.21.00	2156.19.00	7550.03.00	2053.46.00	11792.55.00	1754.42.00	6890.15.00	2793.47.00	9384.18.00	16558.55.00
FBgn0000928	3953.14.00	1330.22.00	2469.57.00	1023.52.00	2157.11.00	7225.49.00	3725.46.00	4301.41.00	1487.08.00	7456.27.00	7914.41.00	270.53.00
FBgn0000964	3608.14.00	4828.05.00	5287.05.00	2354.42.00	1381.52.00	15297.51.00	11235.19.00	5293.28.00	4414.27.00	0	15690.19.00	2345.49.00
FBgn0000996	160.24.00	1061.27.00	68.26.00	93.29.00	1153.16.00	84.03.00	167.01.00	129.49.00	312.06.00	130.37.00	391.49.00	57.38.00
FBgn0001075	67.58.00	1569.02.00	145.19.00	144.35.00	99.39.00	25.07.00	36.37.00	417.19.00	125.13.00	108.28.00	39.38.00	49.57.00
FBgn0001077	0	1818.16.00	2718.23.00	0	0	0	0	0	7470.21.00	0	0	0
FBgn0001078	562.48.00	158.33.00	1255.29.00	1541.13.00	94.03.00	338.43.00	356.12.00	45.08.00	9453.17.00	779.48.00	216.57.00	7966.43.00
FBgn0001079	1470.05.00	117.33.00	988.35.00	50.14.00	578.14.00	760.13.00	39.23.00	1397.07.00	1381.21.00	89.43.00	1074.06.00	73.36.00
FBgn0001083	120.23.00	70.26.00	139.15.00	182.13.00	194.47.00	155.06.00	120.38.00	37.27.00	21.33	150.14.00	155.22.00	144.06.00
FBgn0001084	40.34.00	1244.45.00	56.46.00	97.29.00	1029.22.00	64.29.00	30.39.00	1417.19.00	27.58.00	133.09.00	1215.38.00	39.49.00
FBgn0001085	135.23.00	39.33.00	107.43.00	90.38.00	46.25.00	179.11.00	147.53.00	115.37.00	44.38.00	71.02.00	166.13.00	80.23.00
FBgn0001086	118.48.00	3888.55.00	34.53.00	80.36.00	6910.36.00	118.02.00	98.46.00	15432.17.00	97.56.00	104.22.00	14550.21.00	72.55.00
FBgn0001087	97.36.00	17.44	181.54.00	41.16.00	132.48.00	80.32.00	153.44.00	949.12.00	36.24.00	127.01.00	113.42.00	146.42.00
FBgn0001089	35.08.00	100.03.00	184.54.00	1605.14.00	271.58.00	99.11.00	111.51.00	1008.21.00	165.01.00	1063.21.00	132.46.00	172.49.00
FBgn0001090	240.03.00	64.42.00	342.11.00	144.06.00	130.04.00	160.03.00	311.36.00	102.28.00	150.48.00	250.04.00	152.44.00	68.44.00
FBgn0001091	224.42.00	221.17.00	258.29.00	195.08.00	175.05.00	197.52.00	336.23.00	1101.33.00	270.27.00	335.44.00	188.07.00	248.1
FBgn0001092	530.21.00	487.44.00	991.21.00	513.08.00	358.36.00	660.42.00	1021.34.00	623.37.00	1012.36.00	992.55.00	310.07.00	941.45.00
FBgn0001098	125.33.00	110.53.00	148.28.00	185.12.00	250.19.00	136.15.00	172.03.00	190.36.00	102.25.00	219.34.00	113.36.00	196.41.00
FBgn0001099	1129.37.00	19.27	93.28.00	1202.51.00	471.34.00	271.45.00	915.47.00	700.57.00	1169.15.00	141.46.00	1346.43.00	1650.53.00
FBgn0001104	106.45.00	223.18.00	163.53.00	121.56.00	161.35.00	160.38.00	173.22.00	145.51.00	187.06.00	198.37.00	112.54.00	181.56.00
FBgn0001105	177.52.00	163.09.00	144.45.00	117.55.00	160.42.00	196.56.00	100.19.00	128.23.00	121.29.00	130.02.00	121.15.00	134.11.00
FBgn0001108	20.02	28.16.00	158.05.00	158.54.00	55.58.00	154.23.00	26.25.00	114.21.00	47.07.00	140.45.00	149.34.00	186.24.00
FBgn0001112	1226.54.00	91.05.00	13010.58.00	1381.12.00	36.27.00	69.35.00	757.39.00	144.45.00	10300.46.00	44.03.00	229.45.00	109.21.00
FBgn0001114	94.43.00	119.46.00	190.42.00	30.37.00	1168.47.00	174.23.00	117.22.00	213.43.00	156.59.00	875.34.00	50.51.00	154.43.00
FBgn0001120	3328.46.00	14078.01.00	2867.36.00	675.06.00	2760.31.00	2942.41.00	3255.19.00	2777.11.00	88.52.00	3415.12.00	9971.05.00	0
FBgn0001122	497.37.00	148.32.00	123.04.00	19.48	49.35.00	117.51.00	161.48.00	588.47.00	60.16.00	59.18.00	145.44.00	14.13
FBgn0001123	116.28.00	131.17.00	143.36.00	109.51.00	202.16.00	142.22.00	149.05.00	206.05.00	122.39.00	153.23.00	154.26.00	155.43.00
FBgn0001124	58.41.00	195.24.00	128.17.00	225.33.00	144.22.00	209.38.00	221.36.00	63.41.00	234.54.00	147.18.00	39.02.00	118.11.00
FBgn0001125	239.25.00	138.35.00	139.12.00	200.44.00	195.35.00	157.58.00	144.05.00	189.23.00	116.23.00	173.28.00	93.09.00	141.41.00
FBgn0001128	26.05.00	31.54.00	75.08.00	101.15.00	41.48.00	40.52.00	65.48.00	19.48	83.44.00	67.13.00	150.37.00	22.14
FBgn0001133	166.17.00	39.23.00	71.58.00	163.43.00	123.13.00	70.39.00	38.43.00	140.13.00	170.44.00	91.05.00	1527.42.00	78.55.00
FBgn0001134	0	2192.07.00	0	0	69.37.00	4901.26.00	0	5069.28.00	4482.34.00	3771.56.00	2706.21.00	5305.45.00
FBgn0001137	5180.45.00	315.29.00	5524.04.00	4455.34.00	1656.13.00	4679.34.00	2811.45.00	106.46.00	5307.58.00	6094.08.00	1037.27.00	457.15.00
FBgn0001138	495.15.00	435.49.00	76.32.00	519.18.00	158.08.00	1490.28.00	193.09.00	385.42.00	72.04.00	189.51.00	94.21.00	116.06.00
FBgn0001139	104.36.00	152.33.00	123.58.00	96.33.00	54.58.00	155.26.00	142.04.00	114.55.00	80.51.00	135.04.00	130.15.00	170.29.00
FBgn0001142	27.12.00	129.17.00	62.8	153.41.00	221.08.00	92.49.00	1104.06.00	194.44.00	185.09.00	118.57.00	286.19.00	140.13.00
FBgn0001145	31.42.00	175.29.00	1574.26.00	147.22.00	114.51.00	69.39.00	841.51.00	188.09.00	653.12.00	483.58.00	359.29.00	13249.47.00
FBgn0001147	1074.26.00	1178.13.00	38.38.00	3.01	2417.12.00	1073.53.00	802.43.00	13400.56.00	37.46.00	2791.04.00	0	4312.33.00
FBgn0001148	133.46.00	2240.01.00	88.25.00	211.07.00	292.46.00	1524.28.00	538.54.00	15.39	771.45.00	6074.48.00	7189.33.00	3364.01.00
FBgn0001149	1246.11.00	1957.53.00	1495.35.00	422.26.00	310.15.00	719.39.00	1654.09.00	1111.26.00	1968.55.00	1338.13.00	1087.6	1735.15.00
FBgn0001150	14292.31.00	14484.38.00	13016.25.00	15024.56.00	13903.28.00	15512.46.00	14393.23.00	8166.42.00	721.49.00	9924.48.00	5564.53.00	9195.39.00
FBgn0001168	46.21.00	139.17.00	46.32.00	181.47.00	138.27.00	81.58.00	105.35.00	158.39.00	59.29.00	99.12.00	876.46.00	30.37.00
FBgn0001169	48.51.00	71.02.00	30.48.00	158.39.00	1668.07.00	25.33.00	143.07.00	1126.24.00	32.34.00	44.03.00	1358.56.00	141.16.00
FBgn0001170	825.54.00	7259.07.00	1412.04.00	12969.29.00	7451.52.00	5872.21.00	11120.29.00	2361.54.00	140.31.00	771.19.00	4337.46.00	1180.53.00
FBgn0001174	1867.15.00	0	0	0	4587.31.00	5509.22.00	1768.35.00	0	1802.05.00	0	0	0
FBgn0001179	597.47.00	1000.16.00	167.47.00	20.27	1306.19.00	1637.04.00	138.31.00	897.58.00	177.54.00	154.22.00	1360.34.00	135.41.00
FBgn0001180	2217.57.00	1359.15.00	2581.27.00	328.52.00	9372.46.00	16113.12.00	8078.18.00	2019.03.00	6320.21.00	3722.34.00	178.26.00	11889.23.00
FBgn0001185	18.17	124.42.00	108.17.00	104.57.00	28.09.00	144.44.00	178.51.00	1568.32.00	74.37.00	91.35.00	1181.29.00	111.12.00
FBgn0001186	122.13.00	130.07.00	185.56.00	37.49.00	127.07.00	90.39.00	102.46.00	101.18.00	99.46.00	157.31.00	162.14.00	147.15.00
FBgn0001187	1949.08.00	3387.02.00	2750.13.00	4837.22.00	3882.49.00	6992.45.00	9791.43.00	1533.37.00	2497.32.00	3883.34.00	13698.45.00	1939.44.00
FBgn0001189	12.27	49.29.00	105.13.00	23.32	140.24.00	128.06.00	39.01.00	1373.47.00	165.37.00	58.39.00	1452.13.00	19.42
FBgn0001197	658.42.00	214.42.00	515.36.00	705.33.00	156.03.00	579.51.00	1009.43.00	90.26.00	506.15.00	1026.32.00	98.29.00	706.32.00
FBgn0001202	47.17.00	19.12	131.51.00	111.44.00	182.32.00	80.11.00	41.18.00	137.38.00	68.52.00	66.41.00	169.54.00	147.24.00
FBgn0001206	1582.04.00	1488.23.00	1168.45.00	283.44.00	1332.36.00	733.18.00	168.29.00	10799.44.00	1459.41.00	105.05.00	157.49.00	1173.31.00
FBgn0001208	238.55.00	44.53.00	44.53.00	36.43.00	91.52.00	1437.14.00	1418.53.00	39.41.00	232.07.00	64.12.00	1467.57.00	1434.17.00
FBgn0001215	200.35.00	186.58.00	422.59.00	374.41.00	141.58.00	384.06.00	339.08.00	162.17.00	279.21.00	401.21.00	177.43.00	280.32.00
FBgn0001216	9525.16.00	236.36.00	5211.15.00	2162.01.00	10157.56.00	3293.55.00	16154.13.00	136.33.00	408.12.00	0	11704.15.00	4334.37.00
FBgn0001217	1806.46.00	126.11.00	325.42.00	7671.44.00	10629.13.00	6103.01.00	3838.27.00	150.14.00	15249.14.00	0	724.49.00	4297.05.00
FBgn0001218	217.23.00	140.19.00	1514.56.00	335.19.00	237.07.00	898.58.00	316.31.00	104.28.00	875.59.00	487.25.00	107.55.00	667.01.00
FBgn0001220	151.28.00	184.04.00	115.12.00	80.18.00	97.31.00	78.09.00	132.13.00	227.11.00	161.08.00	152.46.00	117.08.00	234.08.00
FBgn0001222	100.58.00	230.47.00	145.05.00	69.18.00	44.42.00	151.42.00	189.54.00	142.51.00	148.05.00	68.04.00	48.02.00	88.43.00
FBgn0001223	363.23.00	1110.52.00	661.15.00	608.21.00	701.45.00	816.26.00	123.42.00	589.53.00	478.38.00	201.19.00	510.54.00	436.13.00
FBgn0001224	7599.35.00	4190.17.00	8282.5	7516.27.00	1335.5	7643.51.00	4484.6	1636.22.00	6606.16.00	6190.35.00	1590.32.00	6451.14.00
FBgn0001225	2422.14.00	4240.8	3298.17.00	2952.39.00	1719.18.00	3718.55.00	981.17.00	2233.01.00	3237.44.00	1236.05.00	4007.48.00	2766.17.00
FBgn0001226	2317.5	531.01.00	4451.17.00	2855.58.00	324.43.00	3690.7	2536.15.00	406.54.00	3674.54.00	3726.56.00	422.17.00	4479.7
FBgn0001227	175.59.00	178.47.00	579.09.00	163.41.00	229.05.00	383.01.00	186.03.00	139.46.00	571.27.00	320.56.00	47.49.00	545.05.00
FBgn0001228	58.47.00	188.16.00	108.51.00	42.22.00	660.03.00	62.06.00	68.25.00	1514.05.00	181.33.00	802.31.00	271.54.00	26.58.00
FBgn0001229	172.07.00	668.31.00	161.26.00	296.26.00	237.06.00	582.32.00	153.51.00	181.28.00	121.34.00	184.31.00	130.43.00	206.07.00
FBgn0001230	179.15.00	240.06.00	623.37.00	391.53.00	229.41.00	435.32.00	100.49.00	249.03.00	187.03.00	218.19.00	311.01.00	203.49.00
FBgn0001233	1225.14.00	708.33.00	2326.15.00	2092.59.00	786.29.00	1855.11.00	1575.08.00	795.06.00	1822.5	2313.01.00	1141.06.00	1547.45.00
FBgn0001234	100.59.00	214.48.00	198.02.00	162.15.00	249.51.00	149.31.00	129.13.00	124.04.00	20.41	111.45.00	180.51.00	26.39.00
FBgn0001235	135.52.00	237.56.00	247.46.00	104.49.00	94.54.00	134.09.00	110.26.00	1217.03.00	103.45.00	148.21.00	88.21.00	110.37.00
FBgn0001247	156.55.00	187.27.00	149.46.00	99.13.00	30.39.00	61.56.00	27.55.00	134.37.00	30.09.00	128.24.00	152.33.00	69.15.00
FBgn0001248	327.35.00	192.17.00	758.18.00	431.05.00	231.51.00	611.01.00	522.27.00	200.07.00	594.58.00	690.59.00	247.17.00	679.13.00
FBgn0001250	691.18.00	38.41.00	695.52.00	88.57.00	114.14.00	48.01.00	758.03.00	55.32.00	832.41.00	131.19.00	82.52.00	61.11.00
FBgn0001253	51.14.00	1495.55.00	451.17.00	110.32.00	1429.19.00	266.24.00	185.15.00	1060.52.00	195.54.00	109.01.00	3793.39.00	117.26.00
FBgn0001254	789.44.00	149.16.00	5827.16.00	1434.09.00	1534.41.00	5515.39.00	1094.08.00	109.13.00	3389.09.00	3198.36.00	85.09.00	3553.53.00
FBgn0001255	120.09.00	776.26.00	725.12.00	169.13.00	695.19.00	612.26.00	119.29.00	1303.51.00	513.59.00	213.54.00	1255.01.00	681.56.00
FBgn0001256	105.34.00	85.05.00	1421.46.00	26.52.00	167.09.00	1257.7	1212.27.00	62.09.00	925.11.00	684.28.00	131.46.00	203.31.00
FBgn0001257	157.04.00	51.41.00	371.15.00	222.35.00	128.32.00	325.27.00	127.15.00	87.06.00	220.18.00	156.25.00	29.59.00	99.06.00
FBgn0001258	529.21.00	975.43.00	145.32.00	71.59.00	56.06.00	202.22.00	71.08.00	1342.51.00	124.56.00	81.01.00	47.18.00	153.21.00
FBgn0001259	419.33.00	1269.03.00	181.51.00	153.12.00	543.16.00	83.02.00	77.32.00	282.05.00	87.34.00	29.23.00	660.49.00	57.07.00
FBgn0001263	2155.47.00	24.57.00	3863.15.00	11468.39.00	313.08.00	14395.52.00	11458.45.00	3257.31.00	0	12083.05.00	2366.07.00	804.01.00
FBgn0001269	26.27.00	178.08.00	37.37.00	965.51.00	1632.54.00	179.58.00	177.18.00	1589.53.00	133.33.00	128.47.00	32.07.00	179.48.00
FBgn0001276	19.46	713.23.00	151.18.00	146.29.00	136.19.00	24.45.00	123.59.00	187.07.00	150.03.00	54.16.00	305.58.00	97.01.00
FBgn0001280	231.27.00	209.49.00	209.39.00	173.12.00	90.32.00	188.26.00	278.17.00	235.56.00	234.38.00	211.04.00	23.22	282.44.00
FBgn0001281	416.27.00	356.03.00	1612.05.00	5118.11.00	1291.49.00	106.43.00	8918.26.00	6699.27.00	427.22.00	4049.12.00	3936.57.00	10394.04.00
FBgn0001285	4847.42.00	0	0	2761.15.00	0	0	0	4775.29.00	0	151.28.00	0	8197.54.00
FBgn0001291	92.33.00	121.12.00	218.56.00	105.12.00	122.25.00	105.02.00	111.07.00	53.13.00	83.52.00	155.59.00	67.34.00	113.23.00
FBgn0001296	1130.52.00	168.18.00	24.43.00	170.11.00	132.44.00	29.29.00	563.28.00	91.19.00	788.35.00	806.19.00	896.42.00	338.54.00
FBgn0001297	57.05.00	137.41.00	172.03.00	103.39.00	153.43.00	181.59.00	154.41.00	74.42.00	113.44.00	70.02.00	190.35.00	162.06.00
FBgn0001301	12.27	356.36.00	122.46.00	77.05.00	102.18.00	170.51.00	94.04.00	804.22.00	104.48.00	141.36.00	93.43.00	68.56.00
FBgn0001308	78.17.00	99.55.00	94.01.00	68.33.00	214.54.00	158.57.00	224.16.00	46.22.00	210.48.00	185.45.00	196.35.00	199.22.00
FBgn0001311	164.09.00	181.29.00	158.58.00	155.07.00	219.43.00	175.54.00	177.11.00	86.44.00	206.52.00	216.19.00	131.54.00	165.59.00
FBgn0001313	0	0	2152.14.00	0	0	1038.35.00	0	0	3626.39.00	0	0	0
FBgn0001316	172.54.00	187.14.00	160.56.00	173.06.00	227.07.00	171.04.00	146.56.00	73.52.00	211.41.00	173.04.00	162.07.00	96.22.00
FBgn0001319	11020.17.00	4036.53.00	1130.19.00	14325.38.00	10106.04.00	13511.09.00	6263.28.00	2054.26.00	1890.07.00	167.13.00	143.04.00	73.14.00
FBgn0001320	168.17.00	23.31	66.22.00	799.26.00	371.37.00	695.21.00	1507.41.00	1036.06.00	23.52	115.19.00	1099.53.00	76.28.00
FBgn0001321	155.53.00	103.07.00	121.32.00	188.07.00	28.55.00	93.58.00	106.47.00	130.18.00	91.59.00	136.58.00	79.28.00	155.24.00
FBgn0001323	309.36.00	178.08.00	102.44.00	1656.49.00	78.59.00	296.44.00	1345.17.00	35.54.00	294.43.00	76.24.00	1293.14.00	1345.49.00
FBgn0001324	74.18.00	616.05.00	30.07.00	75.37.00	1556.48.00	45.15.00	109.12.00	504.25.00	42.46.00	167.24.00	1503.19.00	76.29.00
FBgn0001325	4452.02.00	908.17.00	7898.29.00	5218.19.00	6007.37.00	266.29.00	2444.46.00	8891.02.00	5849.37.00	0	15176.55.00	1791.23.00
FBgn0001330	90.07.00	732.41.00	1270.46.00	1407.06.00	315.14.00	1026.42.00	869.04.00	718.47.00	1435.54.00	57.27.00	29.15.00	798.02.00
FBgn0001341	1356.49.00	1330.21.00	385.25.00	965.13.00	144.14.00	1178.24.00	37.56.00	556.19.00	1487.08.00	83.47.00	1022.07.00	1641.39.00
FBgn0001404	502.03.00	141.29.00	33.59.00	292.51.00	1342.45.00	12.28	13.03	1397.46.00	531.47.00	140.05.00	798.04.00	823.55.00
FBgn0001491	162.41.00	47.12.00	184.03.00	60.35.00	102.09.00	61.26.00	125.18.00	51.45.00	213.05.00	152.09.00	120.58.00	86.29.00
FBgn0001565	155.37.00	41.34.00	130.35.00	76.01.00	48.13.00	172.16.00	132.24.00	123.53.00	42.53.00	230.36.00	58.52.00	101.03.00
FBgn0001612	1416.46.00	619.05.00	168.17.00	163.26.00	209.21.00	103.05.00	160.52.00	949.51.00	1592.46.00	38.34.00	10.15	100.02.00
FBgn0001624	47.21.00	70.21.00	117.37.00	59.21.00	121.56.00	175.07.00	195.55.00	95.01.00	46.42.00	87.28.00	178.25.00	119.46.00
FBgn0001941	138.26.00	135.53.00	100.25.00	180.38.00	119.33.00	65.32.00	155.02.00	59.27.00	94.47.00	65.27.00	108.12.00	147.59.00
FBgn0001942	1742.19.00	856.19.00	2203.22.00	2672.08.00	782.29.00	2219.35.00	2405.02.00	782.05.00	1887.5	2659.19.00	882.23.00	2088.03.00
FBgn0001961	66.52.00	158.19.00	107.07.00	236.07.00	184.17.00	104.34.00	127.25.00	103.53.00	102.37.00	115.41.00	169.06.00	104.55.00
FBgn0001965	831.31.00	860.47.00	15.29	117.13.00	967.37.00	155.27.00	54.51.00	1058.01.00	121.06.00	117.44.00	1259.25.00	33.49.00
